tool	ULTIMATE Automizer 0.1.23-e6fd87c5	ULTIMATE Automizer 0.1.23-e6fd87c5	ULTIMATE Automizer 0.1.23-e6fd87c5	ULTIMATE Automizer 0.1.23-e6fd87c5	ULTIMATE Automizer 0.1.23-e6fd87c5	ULTIMATE Automizer 0.1.23-e6fd87c5	ULTIMATE Automizer 0.1.23-e6fd87c5	ULTIMATE Automizer 0.1.23-e6fd87c5	ULTIMATE Automizer 0.1.23-e6fd87c5	ULTIMATE Automizer 0.1.23-e6fd87c5	ULTIMATE Automizer 0.1.23-e6fd87c5	ULTIMATE Automizer 0.1.23-e6fd87c5
run set	Automizer NestedInterpolants	Automizer NestedInterpolants	Automizer NestedInterpolants	Automizer NestedInterpolants	Automizer PDR z3	Automizer PDR z3	Automizer PDR z3	Automizer PDR z3	Automizer PDR smtinterpol	Automizer PDR smtinterpol	Automizer PDR smtinterpol	Automizer PDR smtinterpol
../../../trunk/examples/programs/	status	cputime (s)	walltime (s)	memUsage	status	cputime (s)	walltime (s)	memUsage	status	cputime (s)	walltime (s)	memUsage
20170319-ConjunctivePathPrograms/jm2006.c.i_3.bplTransformedIcfg_BEv2_3.bpl	TRUE	6.989690283	3.6951443479629233	210337792	TIMEOUT (ERROR (143))	300.377445283	280.20948263903847	1635807232	TIMEOUT (ERROR (143))	300.409365025	264.2012370339944	2808401920
20170319-ConjunctivePathPrograms/jm2006_variant.c.i_3.bplTransformedIcfg_BEv2_3.bpl	TRUE	6.807805273	3.6548267860198393	213430272	TIMEOUT (ERROR (143))	300.387879925	280.7303175179986	1611776000	TIMEOUT (ERROR (143))	300.5078592	262.642561635992	2809462784
20170319-ConjunctivePathPrograms/large_const.i_3.bplTransformedIcfg_BEv2_2.bpl	TRUE	6.373280053	3.408494931005407	212398080	TIMEOUT (ERROR (143))	304.159864174	284.34621737897396	1570144256	TIMEOUT (ERROR (143))	301.157611709	269.47943631897215	2799173632
20170319-ConjunctivePathPrograms/nested.i_4.bplTransformedIcfg_BEv2_3.bpl	TRUE	86.343927498	65.60013381094905	2877140992	TIMEOUT (ERROR (143))	301.060788799	267.7498311609961	1264902144	TIMEOUT (ERROR (143))	300.668653492	274.74617369502084	1877278720
20170319-ConjunctivePathPrograms/nested9.i_3.bplTransformedIcfg_BEv2_4.bpl	TRUE	7.274779965	3.810989568999503	212000768	TIMEOUT (ERROR (143))	300.766870225	276.53570985101396	1239789568	ERROR: EXCEPTION	7.282712576	3.891998486011289	214282240
20170319-ConjunctivePathPrograms/num_conversion_1.i_3.bplTransformedIcfg_BEv2_9.bpl	FALSE	7.251857072	3.8661601709900424	220737536	ERROR: EXCEPTION	70.79341822	66.66842058399925	310677504	ERROR: EXCEPTION	6.460520834	3.467993115016725	203517952
20170319-ConjunctivePathPrograms/num_conversion_2.i_3.bplTransformedIcfg_BEv2_7.bpl	FALSE	7.279462914	3.828648068010807	217477120	ERROR: EXCEPTION	22.027824914	18.081417709006928	285937664	ERROR: EXCEPTION	6.298000061	3.345303191046696	203550720
20170319-ConjunctivePathPrograms/pals_lcr-var-start-time.3.1.ufo.BOUNDED-6.pals.c_9.bplTransformedIcfg_BEv2_24.bpl	TRUE	7.752653811	4.095388718997128	219262976	TRUE	19.168573519	11.474783901008777	679129088	ERROR: EXCEPTION	6.829208592	3.6246602759929374	207777792
20170319-ConjunctivePathPrograms/pals_lcr-var-start-time.3.1.ufo.UNBOUNDED.pals.c_9.bplTransformedIcfg_BEv2_29.bpl	TRUE	7.593623282	4.004941735998727	217337856	TRUE	12.260466542	6.744293640018441	327536640	ERROR: EXCEPTION	6.745550573	3.564407384954393	210989056
20170319-ConjunctivePathPrograms/pals_lcr-var-start-time.3.2.ufo.BOUNDED-6.pals.c_9.bplTransformedIcfg_BEv2_24.bpl	TRUE	7.516287678	3.9394077050383203	214511616	TRUE	18.463391433	11.244243983994238	664264704	ERROR: EXCEPTION	6.92034985	3.6359895869973116	210612224
20170319-ConjunctivePathPrograms/pals_lcr-var-start-time.3.ufo.BOUNDED-6.pals.c_9.bplTransformedIcfg_BEv2_24.bpl	TRUE	7.788343996	4.087108262989204	223813632	TRUE	12.655219003	6.888561543019023	321769472	ERROR: EXCEPTION	6.855138077	3.642784207011573	200499200
20170319-ConjunctivePathPrograms/pals_lcr-var-start-time.3.ufo.UNBOUNDED.pals.c_9.bplTransformedIcfg_BEv2_26.bpl	TRUE	7.510521956	3.9096264169784263	220209152	TRUE	11.714382834	6.5363357739988714	325115904	ERROR: EXCEPTION	6.874755206	3.5896895779878832	207532032
20170319-ConjunctivePathPrograms/pals_lcr-var-start-time.4.1.ufo.BOUNDED-8.pals.c_10.bplTransformedIcfg_BEv2_25.bpl	TRUE	7.826543124	4.125777776003815	225370112	TRUE	12.429340705	7.004395953961648	355213312	ERROR: EXCEPTION	6.92968354	3.6640772499958985	214740992
20170319-ConjunctivePathPrograms/pals_lcr-var-start-time.4.ufo.BOUNDED-8.pals.c_10.bplTransformedIcfg_BEv2_23.bpl	TRUE	7.248331903	3.907623661973048	222564352	TRUE	13.525623142	7.570004110981245	363143168	ERROR: EXCEPTION	6.905940698	3.6585723280441016	210010112
20170319-ConjunctivePathPrograms/pals_lcr.3.ufo.BOUNDED-6.pals.c_13.bplTransformedIcfg_BEv2_23.bpl	TRUE	7.677516587	4.0199994089780375	220180480	TRUE	12.061887703	6.671838533016853	344092672	ERROR: EXCEPTION	6.691777078	3.5366386009845883	199745536
20170319-ConjunctivePathPrograms/pals_lcr.3.ufo.UNBOUNDED.pals.c_14.bplTransformedIcfg_BEv2_29.bpl	TRUE	7.656217082	4.070320738013834	219938816	TRUE	12.267817959	6.721130271034781	344444928	ERROR: EXCEPTION	6.900940327	3.6003199690021574	207978496
20170304-DifficultPathPrograms/afnp2014.c.i_3.bpl	TIMEOUT (ERROR (143))	300.643702374	262.5377845359617	2855989248	TIMEOUT (ERROR (143))	300.824964323	282.2253923389944	1291292672	ERROR: EXCEPTION	5.741632616	3.0423001809976995	200966144
20170304-DifficultPathPrograms/array.i_3.bpl	TRUE	6.587520801	3.488393575011287	211337216	ERROR: EXCEPTION	75.118755731	70.149566831009	613052416	ERROR: EXCEPTION	7.981220843	4.199518615030684	226230272
20170304-DifficultPathPrograms/array2.i_3.bpl	TIMEOUT (ERROR: EXCEPTION)	300.627354391	255.9074578859727	2850885632	TIMEOUT (ERROR (143))	300.650777769	276.1639017260168	1215623168	TIMEOUT (ERROR (143))	300.397787389	271.02290062699467	1874231296
20170304-DifficultPathPrograms/bhmr2007.c.i_3.bpl	TRUE	6.307214672	3.364585163013544	210915328	TIMEOUT (ERROR (143))	303.444757104	288.1645249190042	2268753920	ERROR: EXCEPTION	6.621946839	3.504654713033233	211767296
20170304-DifficultPathPrograms/cggmp2005.c.i_3.bpl	TRUE	7.435330403	3.8874090110184625	212295680	TIMEOUT (ERROR (143))	305.00782896	290.4759319059667	2009083904	TIMEOUT (ERROR (143))	305.402561264	275.3648852559854	2802085888
20170304-DifficultPathPrograms/cggmp2005_variant.c.i_3.bpl	TRUE	6.47085151	3.434318727988284	209051648	TIMEOUT (ERROR (143))	303.602549575	289.31438212201465	2036432896	TIMEOUT (ERROR (143))	305.052878154	272.33172748604557	2812735488
20170304-DifficultPathPrograms/count_by_1.i_3.bpl	TIMEOUT (ERROR (143))	300.581448463	264.26994312298484	2856800256	TRUE	6.762864497	3.7746968339779414	205565952	TRUE	6.396293166	3.3754348260117695	202137600
20170304-DifficultPathPrograms/count_by_nondet.i_3.bpl	TIMEOUT (ERROR (143))	300.684391287	255.65725272800773	2995634176	TIMEOUT (ERROR (143))	306.259876058	300.23329867899884	1102991360	ERROR: EXCEPTION	6.276683367	3.3531462060054764	208621568
20170304-DifficultPathPrograms/count_up_down.i_3.bpl	TRUE	6.36461918	3.3729371320223436	209022976	ERROR: EXCEPTION	147.095450556	142.15097030595643	772706304	TIMEOUT (ERROR (143))	301.114692085	264.7839781329967	2860933120
20170304-DifficultPathPrograms/ddlm2013.i_3.bpl	TRUE	6.162358382	3.2537213109899312	209219584	ERROR: EXCEPTION	19.126099408	16.309911117015872	221560832	ERROR: EXCEPTION	7.680530125	4.043612512003165	235569152
20170304-DifficultPathPrograms/diamond1.i_3.bpl	FALSE	145.271557566	99.06232666200958	2709594112	TIMEOUT (ERROR (143))	306.189498685	302.83667030901415	272064512	TIMEOUT (ERROR (143))	301.128555159	265.8227402889752	2681470976
20170304-DifficultPathPrograms/diamond2.i_4.bpl	TRUE	9.649305607	5.0573744449648075	320028672	TIMEOUT (ERROR (143))	306.219200543	301.4986906499835	477249536	TRUE	27.197430081	13.858162168005947	908222464
20170304-DifficultPathPrograms/eureka_01.i_3.bpl	TRUE	6.458178796	3.4975108400103636	211546112	TIMEOUT (ERROR (143))	301.048704054	267.81834716297453	1278435328	TIMEOUT (ERROR (143))	300.401791833	263.76810540200677	1811054592
20170304-DifficultPathPrograms/eureka_01.i_6.bpl	TRUE	24.914455654	12.669157988973893	799186944	TIMEOUT (ERROR (143))	300.477963418	280.35611233901	1281392640	TIMEOUT (ERROR (143))	300.617167671	253.09122216998367	1863479296
20170304-DifficultPathPrograms/eureka_05.i_5.bpl	TRUE	10.413488503	5.450057156966068	385069056	TIMEOUT (ERROR (143))	300.603990865	277.3915513739921	1264271360	TIMEOUT (ERROR (143))	300.456782221	260.7582876129891	1922887680
